"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/A_Surface_Footstep/Environment_Assets/Materials/M_Ground_Mud.M_Ground_Mud","0","23","3","1","28.880733","0","120"
"/Game/A_Surface_Footstep/Environment_Assets/Materials/M_Ground_Gravel.M_Ground_Gravel","0","38","1","1","76.810890","0","395"
"/Game/A_Surface_Footstep/Environment_Assets/Materials/Dirt.Dirt","0","38","4","1","79.797478","0","232"
"/Game/A_Surface_Footstep/Environment_Assets/Materials/M_Asphalt.M_Asphalt","0","39","5","1","48.277824","0","351"
"/Game/A_Surface_Footstep/Geometry/M_Bush.M_Bush","0","42","3","1","42.286469","0","817"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Leaves_A.M_Leaves_A","0","83","8","1","70.823204","0","2848"
"/Game/City_of_Brass_Props/Materials/Foliage_mat.Foliage_mat","0","111","4","1","123.544334","0","2465"
"/Game/City_of_Brass_Enviroment/Materials/Paint_Ground.Paint_Ground","0","40","5","1","83.582474","40","1441"
"/Bridge/MSPresets/M_MS_Default_Material/M_MS_Default_Material.M_MS_Default_Material","0","0","14","1","0.000000","0","0"
"/Game/A_Surface_Footstep/Niagara_FX/Materials/M_ThickSmoke.M_ThickSmoke","0","120","3","1","125.920128","0","3582"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","43","1","0.000000","0","0"
"/Bridge/MSPresets/M_MS_Imperfection_Material_Var/M_MS_Imperfection_Material_Var.M_MS_Imperfection_Material_Var","0","0","14","1","0.000000","0","14"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Glow_B.M_Glow_B","0","27","4","1","17.796476","0","166"
"/Game/A_Surface_Footstep/Niagara_FX/Materials/M_Shards_Mat.M_Shards_Mat","0","130","6","1","128.880066","0","4874"
"/Game/City_of_Brass_Props/Materials/Useable_Shader.Useable_Shader","0","51","6","1","49.713623","0","449"
"/Bridge/MSPresets/M_MS_Default_Transmission_Material/M_MS_Default_Transmission_Material.M_MS_Default_Transmission_Material","0","0","14","1","0.000000","0","0"
"/Game/A_Surface_Footstep/Niagara_FX/Materials/M_DustySmallS.M_DustySmallS","0","120","5","1","124.253075","0","2549"
"/Bridge/MSPresets/M_MS_ImperfectionDecal_Material/M_MS_ImperfectionDecal_Material.M_MS_ImperfectionDecal_Material","0","0","27","1","0.000000","0","27"
"/Bridge/MSPresets/M_MS_Decal_Material/M_MS_Decal_Material.M_MS_Decal_Material","0","0","27","1","0.000000","0","27"
"/Bridge/MSPresets/M_MS_SurfaceBlend_Material/M_MS_SurfaceBlend_Material.M_MS_SurfaceBlend_Material","0","0","14","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","0","36","1","0.000000","0","0"
"/Game/City_of_Brass_Enviroment/Materials/Enviro_Int_WorldUV_Mat.Enviro_Int_WorldUV_Mat","0","65","69","1","0.000000","0","69"
"/Bridge/MSPresets/M_MS_Foliage_Material/M_MS_Foliage_Material.M_MS_Foliage_Material","0","0","31","1","0.000000","0","0"
"/Water/Materials/Brushes/CompositeWaterBodyTexture.CompositeWaterBodyTexture","0","9","2","1","7.609622","0","28"
"/Water/Materials/Brushes/MeshBrush_Angle.MeshBrush_Angle","0","4","4","1","3.358377","0","6"
"/Water/Materials/Brushes/CanvasDrawing.CanvasDrawing","0","9","2","1","7.073218","0","29"
"/Game/A_Surface_Footstep/Niagara_FX/Materials/M_ReflectiveSplash.M_ReflectiveSplash","0","130","6","1","434.583588","0","5903"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","6","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","0","0","23","1","0.000000","0","0"
"/Game/City_of_Brass_Enviroment/Materials/Foliage_mat.Foliage_mat","0","111","1","1","122.711685","0","3153"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Distortion.M_Distortion","0","78","7","1","67.165504","0","1205"
"/Game/A_Surface_Footstep/Environment_Assets/Materials/M_Water_Ocean_2.M_Water_Ocean_2","0","38","3","1","78.843117","0","315"
"/Water/Materials/Brushes/MeshBrush_Island.MeshBrush_Island","0","4","4","1","3.351616","0","7"
"/Landmass/DistanceFields/Materials/JumpFloodStep.JumpFloodStep","0","9","3","1","7.710330","0","37"
"/Water/Materials/Brushes/MeshBrush_Weightmap.MeshBrush_Weightmap","0","4","4","1","3.233334","0","6"
"/Landmass/DistanceFields/Materials/DetectEdges.DetectEdges","0","9","1","1","9.280150","0","48"
"/Landmass/Landscape/BlueprintBrushes/Materials/RenderSplineDepths.RenderSplineDepths","0","8","2","1","7.093173","0","29"
"/Water/Materials/Brushes/FinalizeWaterTexture.FinalizeWaterTexture","0","9","5","1","7.696002","0","26"
"/Water/Materials/Brushes/MeshBrush_Width.MeshBrush_Width","0","4","1","1","3.592422","0","10"
"/Landmass/DistanceFields/Materials/BlurEdges.BlurEdges","0","9","3","1","7.384320","0","44"
"/Game/Construction_VOL2/Materials/Masters/MM_Background_01a.MM_Background_01a","0","26","5","1","24.338976","0","170"
"/Game/Construction_VOL1/Materials/Masters/MM_Background_01a.MM_Background_01a","0","39","1","1","37.515083","0","559"
"/Game/City_of_Brass_Enviroment/Materials/Enviro_WorldUV_Simple_Mat.Enviro_WorldUV_Simple_Mat","0","23","6","1","24.588934","0","136"
"/Game/City_of_Brass_Enviroment/Materials/Enviro_WorldUV_Mat.Enviro_WorldUV_Mat","0","40","7","1","40.635471","0","380"
"/Game/A_Surface_Footstep/Environment_Assets/Materials/M_Snow.M_Snow","0","52","4","1","90.836105","0","847"
"/Game/A_Surface_Footstep/Niagara_FX/Materials/M_SpeckledDust.M_SpeckledDust","0","120","2","1","128.158447","0","3474"
"/Game/City_of_Brass_Enviroment/Materials/Useable_Shader.Useable_Shader","0","51","51","1","0.000000","0","51"
"/Water/Materials/PostProcessing/M_UnderWater_PostProcess_Volume.M_UnderWater_PostProcess_Volume","0","16","3","1","14.750500","0","55"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","0","0","23","1","0.000000","0","0"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","0","0","23","1","0.000000","0","0"
"/Game/City_of_Brass_Enviroment/Materials/water_Translucent_material.water_Translucent_material","0","46","5","1","54.305374","0","333"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Glow_A.M_Glow_A","0","27","3","1","18.455116","0","275"
"/Game/A_Surface_Footstep/Niagara_FX/Materials/M_DirectionalDust.M_DirectionalDust","0","120","11","1","123.545952","0","2710"
"/Game/City_of_Brass_Enviroment/Materials/M_Flag.M_Flag","0","42","7","1","44.791283","0","301"
"/Bridge/MSPresets/M_MS_Surface_Material/M_MS_Surface_Material.M_MS_Surface_Material","0","0","14","1","0.000000","0","0"
"/Bridge/MSPresets/M_MS_Default_Fuzz_Material/M_MS_Default_Fuzz_Material.M_MS_Default_Fuzz_Material","0","0","14","1","0.000000","0","0"
"/Bridge/MSPresets/M_MS_Billboard_Material/M_MS_Billboard_Material.M_MS_Billboard_Material","0","0","62","1","0.000000","0","0"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Snow.M_Snow","0","27","2","1","18.393539","0","149"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Fish_A.M_Fish_A","0","110","8","1","96.659058","0","2521"
"/Bridge/MSPresets/M_MS_Imperfection_Material/M_MS_Imperfection_Material.M_MS_Imperfection_Material","0","0","14","1","0.000000","0","0"
"/Game/A_Surface_Footstep/Niagara_FX/Materials/M_SolidDrop.M_SolidDrop","0","45","1","1","36.382500","0","465"
"/Game/A_Surface_Footstep/Niagara_FX/Materials/M_Splash_Solids.M_Splash_Solids","0","120","2","1","120.994171","0","2255"
"/Game/A_Surface_Footstep/Niagara_FX/Materials/M_MistSnow.M_MistSnow","0","120","1","1","125.154617","0","2082"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","0","0","24","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","0","0","23","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","4","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","0","0","23","1","0.000000","0","0"
